# producer=CAELIX
# when=2026-02-25T11:46:46
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06D_relativity_twin_paradox_threshold_lock/20260225_114645 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10
# run_id=20260225_114645
# experiment=06D_relativity_twin_paradox_threshold_lock
# artefact=relativity
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr
1134,77,77.138448,203,0.0556776,77,232,77,280,203,232,203,280,-5.451473236e+01,3.355134964e+01,-1.068657455e+02,6.314028549e+01,4.471985670e+06,1.682553647e+05,5.635034233e+06,4.547352825e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1135,77,77.194126,204,0.0556776,77,232,77,280,204,232,204,280,-5.229267502e+01,3.147105217e+01,-1.021193161e+02,6.616139221e+01,3.752621574e+06,1.651307933e+05,5.616350684e+06,4.768934249e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1136,77,77.249803,204,0.0556776,77,232,77,280,204,232,204,280,-5.283665848e+01,2.743653297e+01,-9.552029419e+01,6.636398315e+01,2.947355820e+06,1.628091010e+05,5.450704628e+06,4.598378927e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1137,77,77.305481,204,0.0556776,77,232,77,280,204,232,204,280,-5.434422302e+01,2.236177444e+01,-9.196488953e+01,6.274633408e+01,2.126949956e+06,1.599284814e+05,5.087216391e+06,4.122374032e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1138,77,77.361158,204,0.0556776,77,232,77,280,204,232,204,280,-5.524575424e+01,1.750813866e+01,-8.881317902e+01,5.551253891e+01,1.393188584e+06,1.538213714e+05,4.532809039e+06,3.395630293e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1139,77,77.416836,204,0.0556776,77,232,77,280,204,232,204,280,-5.451618195e+01,1.410685253e+01,-8.394471741e+01,4.539691925e+01,8.505552473e+05,1.426611748e+05,3.824496355e+06,2.580837292e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1140,77,77.472514,204,0.0556776,77,232,77,280,204,232,204,280,-5.174384308e+01,1.297202587e+01,-7.634804535e+01,3.359468842e+01,5.667171794e+05,1.273110689e+05,3.022857411e+06,1.894871205e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1141,78,77.528191,205,0.0556776,78,232,78,280,205,232,205,280,-4.989916229e+01,1.155937290e+01,-7.565188599e+01,2.857893753e+01,5.530954346e+05,8.301276741e+04,2.736105330e+06,1.678573817e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1142,78,77.583869,205,0.0556776,78,232,78,280,205,232,205,280,-4.523687744e+01,1.410043335e+01,-6.476951599e+01,1.617366982e+01,6.892949404e+05,7.281208515e+04,1.927148971e+06,1.407526718e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1143,78,77.639547,205,0.0556776,78,232,78,280,205,232,205,280,-3.821980667e+01,1.728125763e+01,-5.282226944e+01,5.462869167e+00,9.177149442e+05,6.647386096e+04,1.230759652e+06,1.534014117e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1144,78,77.695224,205,0.0556776,78,232,78,280,205,232,205,280,-2.883150864e+01,1.975221634e+01,-4.150276947e+01,-2.364159346e+00,1.127309008e+06,6.148515108e+04,7.223240633e+05,1.992274503e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1145,78,77.750902,205,0.0556776,78,232,78,280,205,232,205,280,-1.703612518e+01,2.028700066e+01,-3.208997726e+01,-6.584013939e+00,1.261167683e+06,5.397240955e+04,4.372897744e+05,2.626664485e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1146,78,77.806580,205,0.0556776,78,232,78,280,205,232,205,280,-2.708208323e+00,1.818830681e+01,-2.500559235e+01,-7.000797749e+00,1.333907963e+06,4.225530391e+04,3.616656780e+05,3.241940116e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1147,78,77.862257,206,0.0556776,78,232,78,280,206,232,206,280,1.439399242e+01,1.350933933e+01,-2.287068367e+01,-9.119395256e+00,1.408998412e+06,2.850232648e+04,4.140401465e+05,2.961376390e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1148,78,77.917935,206,0.0556776,78,232,78,280,206,232,206,280,3.453522110e+01,7.002643585e+00,-1.647346306e+01,-5.463421822e+00,1.556708211e+06,1.716236396e+04,5.347921247e+05,3.212863872e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1149,78,77.973613,206,0.0556776,78,232,78,280,206,232,206,280,5.778228760e+01,-1.695522219e-01,-1.066793156e+01,9.796670079e-01,1.821012828e+06,1.188084573e+04,7.102618609e+05,3.214332316e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1150,78,78.029290,206,0.0556776,78,232,78,280,206,232,206,280,8.374765015e+01,-6.828656197e+00,-4.573318481e+00,9.388235092e+00,2.209141758e+06,1.372308618e+04,8.785863667e+05,3.002992307e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1151,78,78.084968,206,0.0556776,78,232,78,280,206,232,206,280,1.114171677e+02,-1.212474918e+01,2.738760948e+00,1.879772568e+01,2.697275452e+06,2.194653908e+04,1.005134524e+06,2.685580116e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1152,78,78.140645,206,0.0556776,78,232,78,280,206,232,206,280,1.391203156e+02,-1.573166847e+01,1.223393154e+01,2.812640190e+01,3.238671878e+06,3.620275562e+04,1.086260482e+06,2.391599394e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1153,78,78.196323,207,0.0556776,78,232,78,280,207,232,207,280,1.646256104e+02,-1.785546494e+01,2.298750687e+01,2.791475296e+01,3.768679043e+06,5.806773975e+04,1.184829366e+06,1.997500340e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1154,78,78.252001,207,0.0556776,78,232,78,280,207,232,207,280,1.853457031e+02,-1.907514572e+01,3.711244583e+01,3.639084625e+01,4.212160845e+06,9.052513530e+04,1.253775455e+06,1.985714780e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1155,78,78.307678,207,0.0556776,78,232,78,280,207,232,207,280,1.986820374e+02,-2.008108521e+01,5.410630798e+01,4.272927094e+01,4.500272212e+06,1.354787362e+05,1.346403636e+06,2.090825111e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1156,78,78.363356,207,0.0556776,78,232,78,280,207,232,207,280,2.025290833e+02,-2.141497612e+01,7.358077240e+01,4.604278564e+01,4.594362861e+06,1.907517862e+05,1.492138096e+06,2.220331416e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1157,78,78.419034,207,0.0556776,78,232,78,280,207,232,207,280,1.958566284e+02,-2.331625175e+01,9.447142792e+01,4.573910522e+01,4.504381074e+06,2.487947441e+05,1.698856102e+06,2.263053099e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1158,78,78.474711,207,0.0556776,78,232,78,280,207,232,207,280,1.791662140e+02,-2.572322464e+01,1.150354156e+02,4.158330536e+01,4.287482271e+06,2.986976631e+05,1.944945527e+06,2.146526423e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1159,79,78.530389,208,0.0556776,79,232,79,280,208,232,208,280,1.583425598e+02,-2.743416977e+01,1.245982132e+02,4.129899979e+01,4.028913196e+06,2.869331259e+05,2.096785728e+06,2.007660297e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1160,79,78.586067,208,0.0556776,79,232,79,280,208,232,208,280,1.302707367e+02,-3.039495087e+01,1.391217651e+02,3.304642487e+01,3.800052453e+06,2.984318820e+05,2.278512136e+06,1.699461666e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1161,79,78.641744,208,0.0556776,79,232,79,280,208,232,208,280,1.012057266e+02,-3.266466522e+01,1.477825317e+02,2.131512451e+01,3.607105536e+06,2.928298857e+05,2.369780053e+06,1.372037866e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1162,79,78.697422,208,0.0556776,79,232,79,280,208,232,208,280,7.497157288e+01,-3.400956726e+01,1.488587646e+02,7.009613991e+00,3.427148774e+06,2.753426624e+05,2.341486812e+06,1.187519961e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1163,79,78.753100,208,0.0556776,79,232,79,280,208,232,208,280,5.447038651e+01,-3.433752441e+01,1.416496887e+02,-8.728270531e+00,3.209515504e+06,2.511352638e+05,2.201190171e+06,1.286734174e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1164,79,78.808777,208,0.0556776,79,232,79,280,208,232,208,280,4.112583160e+01,-3.362681961e+01,1.267559738e+02,-2.465343666e+01,2.908896832e+06,2.232538509e+05,1.992977536e+06,1.738375778e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1165,79,78.864455,209,0.0556776,79,232,79,280,209,232,209,280,3.470033264e+01,-3.188906479e+01,1.153255539e+02,-2.777041245e+01,2.509588832e+06,1.932149859e+05,1.833096443e+06,1.850437962e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1166,79,78.920132,209,0.0556776,79,232,79,280,209,232,209,280,3.354592133e+01,-2.918362427e+01,9.295366669e+01,-4.302357101e+01,2.030577652e+06,1.628397626e+05,1.633864434e+06,2.737399611e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1167,79,78.975810,209,0.0556776,79,232,79,280,209,232,209,280,3.520379639e+01,-2.566380692e+01,6.905425262e+01,-5.593679810e+01,1.516280484e+06,1.350407928e+05,1.510678768e+06,3.782042231e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1168,79,79.031488,209,0.0556776,79,232,79,280,209,232,209,280,3.713994598e+01,-2.162808037e+01,4.678713608e+01,-6.559534454e+01,1.023694700e+06,1.126927474e+05,1.477141324e+06,4.784591954e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1169,79,79.087165,209,0.0556776,79,232,79,280,209,232,209,280,3.736318588e+01,-1.754804230e+01,2.896561813e+01,-7.144863129e+01,6.114943912e+05,9.680888617e+04,1.513194706e+06,5.549843512e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1170,79,79.142843,209,0.0556776,79,232,79,280,209,232,209,280,3.475764084e+01,-1.403675842e+01,1.752328110e+01,-7.333324432e+01,3.295706689e+05,8.603228558e+04,1.575777056e+06,5.940779134e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1171,79,79.198521,210,0.0556776,79,232,79,280,210,232,210,280,2.910257339e+01,-1.172557163e+01,1.284397984e+01,-7.416249847e+01,2.069418454e+05,7.842503166e+04,1.518040492e+06,6.001839480e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1172,79,79.254198,210,0.0556776,79,232,79,280,210,232,210,280,2.086211777e+01,-1.106473923e+01,1.120057011e+01,-7.108767700e+01,2.409180337e+05,7.461673099e+04,1.529862902e+06,5.885114479e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1173,79,79.309876,210,0.0556776,79,232,79,280,210,232,210,280,1.086840534e+01,-1.213267803e+01,1.539732265e+01,-6.445376587e+01,3.943137768e+05,7.988120834e+04,1.469156680e+06,5.423005623e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1174,79,79.365554,210,0.0556776,79,232,79,280,210,232,210,280,4.756500013e-03,-1.456737804e+01,2.364055824e+01,-5.502910233e+01,6.056159571e+05,1.027959939e+05,1.327852486e+06,4.757274077e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1175,79,79.421231,210,0.0556776,79,232,79,280,210,232,210,280,-1.103381062e+01,-1.767962265e+01,3.376559448e+01,-4.370306396e+01,8.100593275e+05,1.502439921e+05,1.123488713e+06,4.042576932e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1176,79,79.476909,210,0.0556776,79,232,79,280,210,232,210,280,-2.185858536e+01,-2.070142746e+01,4.365201187e+01,-3.142080688e+01,9.624931337e+05,2.215353542e+05,8.941881687e+05,3.397862256e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1177,80,79.532587,211,0.0556776,80,232,80,280,211,232,211,280,-3.122053719e+01,-2.541042137e+01,4.490684509e+01,-2.694103241e+01,1.111955631e+06,2.874479380e+05,7.542519990e+05,3.352642943e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1178,80,79.588264,211,0.0556776,80,232,80,280,211,232,211,280,-4.328683853e+01,-2.736359024e+01,5.212260056e+01,-1.469974995e+01,1.206763924e+06,3.706251183e+05,5.886227413e+05,2.878479080e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1179,80,79.643942,211,0.0556776,80,232,80,280,211,232,211,280,-5.518677139e+01,-2.813899422e+01,5.612135696e+01,-4.112927914e+00,1.276962472e+06,4.354797193e+05,4.947751997e+05,2.511527475e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1180,80,79.699619,211,0.0556776,80,232,80,280,211,232,211,280,-6.674407196e+01,-2.816571426e+01,5.637162018e+01,3.795162439e+00,1.347290450e+06,4.702278240e+05,4.763613626e+05,2.227119338e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1181,80,79.755297,211,0.0556776,80,232,80,280,211,232,211,280,-7.771311188e+01,-2.809379959e+01,5.266373825e+01,8.194379807e+00,1.429134452e+06,4.731985099e+05,5.132760230e+05,2.030077847e+05,0,0,0,0,6,6,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1182,80,79.810975,211,0.0556776,80,232,80,280,211,232,211,280,-8.779737091e+01,-2.850509834e+01,4.496259689e+01,8.560467720e+00,1.518113645e+06,4.513762320e+05,5.746831384e+05,1.971862450e+05,0,1,0,0,6,7,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1183,80,79.866652,212,0.0556776,80,232,80,280,212,232,212,280,-9.664844513e+01,4.703652344e+02,4.228263092e+01,6.248586655e+00,1.601323034e+06,2.230372173e+07,5.934202495e+05,2.160546833e+05,0,0,0,0,6,7,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1184,80,79.922330,212,0.0556776,80,232,80,280,212,232,212,280,-1.038489990e+02,8.808231812e+02,2.978829384e+01,3.381211162e-01,1.667013229e+06,4.901101351e+07,6.429886855e+05,2.409299965e+05,0,0,0,0,6,7,6,6,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1185,80,79.978008,212,0.0556776,80,232,80,280,212,232,212,280,-1.089315033e+02,1.140896362e+03,1.330638790e+01,-9.112592697e+00,1.710184732e+06,8.169721060e+07,6.947497659e+05,2.886569743e+05,0,0,0,1,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1186,80,80.033685,212,0.0556776,80,232,80,280,212,232,212,280,-1.114765930e+02,1.228826172e+03,-6.731362343e+00,4.790249939e+02,1.732598459e+06,1.087316044e+08,7.767794041e+05,2.267330813e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1187,80,80.089363,212,0.0556776,80,232,80,280,212,232,212,280,-1.112618942e+02,1.163689453e+03,-2.957082176e+01,8.783472900e+02,1.740039321e+06,1.230942702e+08,9.202975303e+05,4.900783409e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1188,80,80.145041,212,0.0556776,80,232,80,280,212,232,212,280,-1.083633804e+02,9.931981812e+02,-5.417821503e+01,1.127945190e+03,1.739865428e+06,1.238368277e+08,1.143517623e+06,8.006723201e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1189,80,80.200718,213,0.0556776,80,232,80,280,213,232,213,280,-1.031231003e+02,7.751475220e+02,-6.265251541e+01,1.127379883e+03,1.739083159e+06,1.143551111e+08,1.198479410e+06,9.696100437e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1190,80,80.256396,213,0.0556776,80,232,80,280,213,232,213,280,-9.599759674e+01,5.602825317e+02,-8.817900848e+01,1.078460205e+03,1.741442609e+06,9.946256546e+07,1.519839909e+06,1.080230536e+08,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1191,80,80.312074,213,0.0556776,80,232,80,280,213,232,213,280,-8.740723419e+01,3.820259705e+02,-1.118900909e+02,9.314949341e+02,1.743559206e+06,8.313091743e+07,1.868518515e+06,1.069703263e+08,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1192,80,80.367751,213,0.0556776,80,232,80,280,213,232,213,280,-7.770983887e+01,2.544311523e+02,-1.317108002e+02,7.351915894e+02,1.732721952e+06,6.762459173e+07,2.185072047e+06,9.722913129e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1193,80,80.423429,213,0.0556776,80,232,80,280,213,232,213,280,-6.730456543e+01,1.762209167e+02,-1.455921631e+02,5.345531006e+02,1.689202764e+06,5.373685226e+07,2.407544526e+06,8.329727042e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
1194,80,80.479106,213,0.0556776,80,232,80,280,213,232,213,280,-5.674629593e+01,1.372944031e+02,-1.518752441e+02,3.613186646e+02,1.593072783e+06,4.146920297e+07,2.489641683e+06,6.874219221e+07,0,0,0,0,6,7,6,7,184.000000,184.000000,5.217391304e-01,5.482913392e-01,1.000000000e+00,1.050891733e+00,1.055555953e+00,9.515728102e-01,1.004438344e+00,-4.418732337e-03,1.048284837e+00
